	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RY13	0.842855	1.47645	0.997476	16.1599	1.745235	3.61985	NA	1.22743	1.23517	2.67927	NA	1.04509	NA	2.94971	3.020707	NA	1.94557	1.49939	1.2809	3.10992	1.40602	5.72783	1.88056	3.229904	3.69945	5.74905	6.24183	1.94538	2.01286	2.04131	1.868041	NA	1.4466	1.40765	2.238855	NA	2.12541	1.37628	3.85017	1.08556	0.932287	1.733395	NA	0.828234	0.614807	0.820881	2.035	1.43328	0.765678	NA	1.52201	0.928984	1.93057	1.45879	1.06091	2.203417	NA	1.23207	0.770985	NA	1.28676	1.12958	NA	NA	NA	0.626033	1.43835	1.28274	NA	0.578057	0.513729	NA	NA	NA	0.970325	2.324578	3.38684	1.12797	NA	1.896	3.094272	NA	1.42146	1.886692	1.33333	1.55732	2.451611	1.46552	1.354071	4.20415	1.44611	0.705134	2.24351	2.362049	2.32405	2.40488	1.83884	4.31128	NA	4.67307	2.84426	1.527711	2.85006	0.54577	2.007857	3.239061	2.184456	2.23961	0.581474	NA	2.39733	3.44693	1.15026	3.88102	1.78909	1.98861	2.226564	1.71776	1.924798	1.38907	1.41563	1.43937	2.293779	4.14022	0.587377	2.5954	1.84365	1.33075	2.86744	1.02698
P2RY14	0.513603	NA	NA	2.62168	NA	NA	NA	1.294426	1.477414	0.653089	NA	NA	NA	0.849107	1.08546	NA	0.607131	0.777522	0.822031	3.39803	1.458936	1.33251	3.135746	0.619996	1.38528	1.39987	0.849093	2.078549	2.251316	NA	1.907036	NA	0.683141	0.675172	1.73853	0.460458	1.408074	3.55261	1.796249	NA	NA	0.613923	NA	0.574689	NA	NA	1.24716	1.31228	NA	NA	1.16868	0.714249	1.14378	0.837815	0.558015	1.15409	NA	3.494594	NA	NA	NA	1.79261	NA	NA	NA	NA	0.944631	2.08044	NA	0.341666	NA	NA	NA	1.504982	NA	1.350131	NA	0.99371	NA	1.00572	NA	NA	0.685051	1.2277	3.72188	0.581794	2.9356	1.04577	1.271923	1.61865	NA	NA	1.834848	1.75955	1.941833	1.20584	1.23812	1.54114	1.3084	0.860872	1.25442	1.07363	3.601209	NA	0.658804	2.00968	3.336439	1.3091	NA	3.03615	0.758486	0.921692	1.28243	3.34472	0.826836	1.42405	0.736888	1.38227	0.888426	0.989681	1.63752	1.31364	2.58151	3.26924	NA	1.13138	2.28675	1.92164	1.204514	NA
P2RY2	1.584707	NA	4.39192	0.998313	3.275107	0.706775	1.791154	2.350279	1.574234	2.424737	1.593982	3.633462	NA	2.417265	1.580075	NA	0.84124	1.05871	2.100354	0.60557	0.789188	1.26264	2.151524	0.962053	3.142535	6.19804	8.94436	2.345251	1.176555	1.285634	NA	1.974904	0.731741	1.20956	2.179075	4.476966	3.078331	1.11165	3.28519	NA	1.964249	0.774322	0.857204	1.21608	0.787802	3.178783	3.318348	2.82645	NA	4.406952	1.753837	3.69626	NA	1.44651	2.449749	3.19644	1.885918	3.898819	0.611517	2.719146	2.840035	1.451324	3.654265	2.129487	7.36546	3.5117	5.448343	2.275825	NA	2.75209	1.3245	1.880576	4.657162	0.839906	NA	0.566675	2.179731	0.63469	NA	NA	NA	3.853716	2.979219	3.170351	4.936668	2.535504	0.865407	1.09198	2.671887	2.62589	1.598112	4.112174	5.573339	NA	0.670328	3.188969	1.628058	1.275433	6.15176	2.976536	0.568173	3.9119	2.529496	2.39687	3.703794	3.84983	NA	1.812083	2.91508	3.928517	1.854325	2.126793	4.856755	NA	3.475287	1.00035	6.400168	1.21715	4.31203	NA	1.32461	1.467643	NA	0.536075	4.76057	NA	6.741961	5.747915	0.417662	NA
P2RY4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.54472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RY6	0.993964	2.724621	0.50657	5.114017	NA	NA	1.46503	1.99472	3.625425	0.993612	26.2562	0.58971	NA	1.42878	NA	NA	10.66796	4.355682	4.66809	1.63276	1.2593	3.16013	6.304643	14.666727	1.35662	9.84403	12.55153	NA	0.807261	NA	1.736836	NA	8.197219	0.636583	NA	0.707396	2.086877	0.809814	39.27213	1.1924	2.242115	NA	NA	10.74993	4.22881	1.333834	2.918309	1.34385	3.437954	0.461225	3.837041	1.532388	1.92111	NA	0.848114	3.995996	NA	4.617907	17.521276	6.749299	19.21596	NA	0.698103	NA	NA	NA	2.516909	0.760151	0.811794	NA	NA	0.62159	2.283394	NA	17.219357	0.507915	7.648752	0.525647	NA	NA	NA	NA	12.989795	0.610725	1.38157	1.05239	4.006919	9.030759	1.10541	NA	22.780776	NA	1.28629	NA	2.817783	18.40144	0.838749	3.49724	1.10894	NA	NA	5.557155	2.11132	1.74161	NA	1.56368	3.732632	0.933873	1.061752	21.314115	8.716353	5.67837	NA	7.02134	21.13756	0.7049	NA	NA	1.756051	1.18943	0.729325	22.33454	NA	2.95473	3.74698	1.18072	3.490605	NA	5.869816	NA
P2RY8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P4HA1	11.701784	9.687781	18.023431	16.2775	18.89258	15.372908	10.278995	40.298564	42.752209	11.0972	3.86193	193.02595	46.74303	21.5162	21.569183	31.773292	28.6729	33.3365	15.8697	96.030669	41.9454	37.21958	24.7357	12.499095	16.986599	30.8065	28.5954	10.150179	13.42198	9.32245	7.15376	10.11754	36.028623	90.532635	74.484492	29.1673	20.461234	9.112346	16.81558	35.576673	17.9134	24.327606	20.3942	43.85393	2.889456	55.622291	7.73913	24.076684	32.64269	28.886961	11.19693	5.08114	7.808791	18.926994	10.2401	35.613983	62.02655	8.68615	11.909074	14.2363	52.01502	20.839147	8.57949	8.25488	30.5855	8.769717	19.646786	27.22894	24.423364	16.259405	5.537491	23.803384	33.735939	7.2904	8.903226	51.155547	8.34391	34.614679	2.68193	62.146788	4.01636	6.949704	13.323533	16.9928	16.164397	26.16784	9.33715	38.0362	19.038198	6.396453	25.1113	13.5669	29.3783	11.4239	23.270341	26.570411	39.780925	41.96181	37.620732	30.128023	26.025169	41.8529	14.8035	28.7744	9.80765	15.9297	29.854589	14.779143	25.3173	10.52961	27.32478	36.786918	16.893511	15.78124	21.13203	9.293824	15.03473	10.0932	14.6928	18.7282	13.339454	85.35703	15.568511	35.722693	34.57942	9.61083	11.22855	80.70712	17.87701	17.48301
P4HA2	5.23784	2.51443	5.60044	4.91625	4.49203	3.35622	4.33729	11.78366	8.506208	13.24999	3.579	14.299761	1.50276	12.65868	3.08696	4.16833	10.93253	8.307836	14.20067	5.51478	11.5994	9.50191	19.03136	7.35301	15.27652	19.66645	26.30772	8.62634	11.95736	13.73668	2.49569	5.01245	2.494418	2.89552	4.607273	10.347259	11.96458	11.61858	12.815649	1.8133	7.5787	9.364473	3.643526	9.26604	4.02122	22.2392	5.617036	15.28444	20.38598	8.42005	5.3484	2.73153	3.5809	5.25481	6.78401	17.80701	5.839283	5.070357	6.504778	7.407565	3.28074	3.973132	6.150073	1.88755	14.41596	6.838502	4.71329	10.14092	12.499928	8.13557	6.41435	14.77195	19.0598	3.272811	5.778621	5.286572	10.01559	2.38124	2.95212	2.82903	3.20929	3.617574	9.24578	10.0595	10.726	5.82652	3.17928	12.5424	3.02319	5.75304	8.38618	5.53082	4.66545	6.90448	4.26851	8.73498	4.57992	15.4068	7.17572	9.069	4.79817	7.54809	6.75654	14.052	6.08877	9.36536	5.626275	5.803239	6.26145	6.71821	15.1434	6.6267	4.64331	3.28798	6.97994	4.74922	5.1751	2.55032	6.22152	5.21457	6.56709	9.27168	3.51356	3.81516	7.88572	5.37421	6.62798	8.42913	6.65447	10.3729
P4HA3	1.528973	NA	NA	NA	0.638761	NA	2.257575	NA	0.801468	NA	NA	NA	NA	7.44579	NA	NA	1.43252	NA	NA	NA	1.1047	1.87277	NA	NA	NA	1.976188	0.782248	NA	NA	NA	NA	2.46519	3.027174	1.830125	NA	0.916232	NA	1.06862	NA	1.980738	NA	NA	NA	NA	NA	1.50982	NA	NA	7.73684	2.73824	1.69136	NA	0.866299	NA	NA	1.91436	NA	0.451596	2.51341	3.30987	1.569886	NA	NA	NA	NA	NA	0.590406	6.229632	NA	NA	NA	NA	1.90261	NA	NA	3.270927	0.878657	NA	NA	NA	NA	NA	NA	NA	1.7819	2.44428	4.56049	1.07533	NA	NA	8.60668	NA	NA	1.24541	NA	3.47231	NA	1.34392	1.34612	3.911749	2.24376	3.34438	6.00923	2.85602	NA	3.02006	1.97555	NA	NA	NA	1.1989	NA	NA	NA	NA	NA	NA	NA	1.59288	1.103	NA	1.31514	NA	3.26398	NA	NA	4.46057	NA	2.50857	NA
P4HB	28.2108	38.1218	128.153	115.432	162.182	51.1551	42.1494	143.59531	64.1873	107.478	47.9993	132.57	29.9835	246.773	15.1067	9.37538	157.296	131.26	132.629	16.023	234.47	132.301	143.367	77.4942	141.472	350.118745	362.956	187.893	103.039	115.677	16.0738	185.166	45.9346	126.193	108.76	191.007	76.1899	96.8288	88.7046	27.2254	194.239	45.8811	21.30617	47.8711	19.4792	95.3332	66.4813	86.8501	110.004	142.884	50.5605	37.2667	39.6457	44.7904	140.714	125.855	78.125	68.0691	99.1042	85.8563	24.3455	13.8742	87.6509	22.4151	165.418	62.9627	48.7829	69.4599	44.6569	25.69399	67.862	47.2904	115.206	94.406577	31.201	41.43	88.9305	26.2065	22.73084	23.9727	12.8713	42.693	63.4982	105.006	146.171	120.553	42.3969	190.269	75.667	34.8964	138.11	62.4264	129.01	100.224	43.4076	122.659	70.9287	119.421	136.36	137.462	43.184	152.339	58.4204	60.7297	38.3681	112.113	53.8939	59.6613	57.5686	90.6303	89.599	74.4531	55.9104	43.7138	73.254	34.0825	109.147	24.4628	147.334	101.692	48.2799	175.122	68.6708	130.361	98.7036	31.2384	99.8566	102.11	95.893	241.432
P4HTM	11.28804	2.95941	11.55662	4.0901	4.342279	2.92131	5.976959	20.15447	4.64867	7.83991	5.43779	4.08821	2.76636	9.19706	6.96005	7.01196	11.5255	6.0833	4.16655	15.06118	4.56239	5.17204	3.26257	5.153588	6.00616	2.77387	3.20096	10.8487	6.38727	8.045718	4.07061	6.15076	13.45581	3.84698	4.80372	4.95946	8.38809	7.40907	5.02196	3.96394	5.98105	5.6575	5.74973	5.051844	5.42324	6.61709	3.455332	4.13506	3.2737	7.91582	8.879188	1.84304	4.62825	2.42317	4.35493	1.91944	7.27914	8.46947	4.29311	9.254543	2.45082	4.309888	3.50415	1.981327	15.13918	NA	10.86496	7.08271	5.43142	2.53523	5.24087	9.240902	2.81458	5.09603	2.38588	6.56055	9.495062	4.19786	NA	3.04634	1.51343	5.984	6.03283	14.5879	10.7261	10.311725	13.051457	3.856625	9.839514	7.1317	7.91866	18.889692	6.81155	6.8131	7.18187	3.11518	5.22623	5.42107	3.18526	5.31496	8.505632	28.893945	7.697999	1.4459	4.76921	3.085325	9.144682	9.8167	9.57447	12.150245	5.88032	6.487868	9.5079	7.06914	6.0887	11.21783	8.83345	7.29051	3.44818	3.86816	10.8044	5.45263	4.83136	4.63113	8.04866	7.23491	9.041851	5.88673	6.02921	17.19845
PA2G4	8.35204	11.1839	22.082	31.3578	16.0362	15.69788	9.99585	26.2603	8.50352	28.156	8.52149	8.62389	6.73322	31.7353	4.05588	2.8298	24.9015	15.4077	20.3428	9.47426	28.9163	18.4254	40.8886	6.17438	22.1646	50.8237	50.3225	17.02522	19.98907	14.8009	10.88558	11.658	12.4786	15.9235	5.67003	21.9924	24.9692	20.487	8.86556	13.59438	19.2388	11.90509	16.97449	10.34486	13.44934	4.99303	23.9849	39.6385	5.98733	16.3557	10.4024	18.04323	14.74853	8.78303	12.6456	28.9806	18.2173	21.4916	8.22189	11.5128	17.73144	11.97052	37.8313	4.80491	30.4811	7.27524	6.06301	15.5578	12.80145	3.68674	12.0955	4.62385	31.633	30.0538	15.42209	9.41324	5.58615	6.74081	3.82004	6.1449	4.16372	9.75766	9.48898	12.31986	16.52329	17.229125	7.97956	9.03166	8.686102	18.37701	10.61532	22.03094	16.4761	16.82723	18.610069	6.60587	11.70599	9.74388	13.0114	25.67779	13.21638	22.74001	9.00705	8.30144	6.03457	36.1117	8.4543	10.78278	20.83645	9.23484	10.89411	11.15633	13.12509	16.31337	25.14507	23.64934	21.27294	6.0679	18.64473	19.09863	6.661341	15.423036	14.30758	18.64433	13.09492	12.58152	13.49075	16.79873	20.3735	18.54077
PA2G4P4	3.448356	1.638599	3.287951	3.01838	0.494766	NA	3.894933	6.028521	NA	3.982024	NA	3.319977	6.100599	0.931524	0.985428	0.768054	NA	3.778167	1.697221	0.847663	4.533942	NA	0.621932	1.71288	5.284133	NA	NA	3.591695	1.763551	2.214625	2.054126	1.727038	1.32021	4.102176	3.020224	3.61211	2.68134	2.440194	0.653922	NA	2.253007	11.02514	5.92848	2.977885	4.59971	0.733631	4.778367	4.299893	NA	NA	1.71701	NA	3.25733	4.35918	0.456066	3.536284	1.700454	3.623524	1.724099	0.880857	2.024938	0.498134	NA	0.584364	0.483094	1.3066	2.56401	NA	1.016497	2.149835	4.681053	0.829868	4.599073	NA	3.43494	3.631022	2.64891	2.137156	0.417666	NA	NA	NA	1.18681	1.5987	6.701412	4.784581	2.16167	8.50576	1.52959	15.86771	5.14394	4.48575	2.59833	13.50565	1.38366	5.81391	8.60029	5.302915	3.68794	1.90114	3.570699	2.2055	4.003059	9.821592	10.25079	8.672231	2.343608	4.622444	2.50094	2.21744	2.34645	2.36121	3.405615	3.759721	2.667297	3.72309	1.82777	3.20425	8.382672	4.09487	1.41639	7.82322	1.95264	6.61176	18.22167	2.11739	2.62388	5.53257	2.807699	4.21975
PAAF1	2.960999	2.17955	8.16895	5.310357	4.05192	2.03667	6.9814	5.34329	1.94244	3.09037	1.40195	9.776144	1.15687	6.77712	1.90845	NA	3.14019	3.10743	4.00761	4.531829	6.15905	3.149021	3.75333	7.970347	3.73021	6.4503	7.04777	5.176477	2.80788	2.9507	2.954	8.60266	11.336558	3.233875	6.645355	5.58142	1.8478	2.672508	4.349441	4.36851	4.531234	5.00909	1.37176	5.819584	2.41181	9.139754	2.227236	2.56855	11.728483	2.95537	4.43006	4.65238	2.397178	1.924118	2.90259	3.494155	4.490886	2.803706	5.005601	10.144904	6.12729	NA	5.64278	11.33158	5.13437	1.70221	5.053183	1.23981	9.732285	4.0375	2.34572	3.006403	2.0724	2.5215	7.022759	7.311266	7.152549	5.581558	NA	2.954235	NA	7.458709	5.472814	2.6065	4.31101	6.031407	5.301821	2.26153	8.80092	2.740298	10.43455	3.66423	4.88182	5.197286	11.594792	1.94275	23.341366	5.791813	7.05314	9.271265	9.810799	15.57738	4.730019	2.09996	4.02633	4.542234	6.061164	6.432327	3.20352	6.38327	4.963633	5.854613	6.101191	5.20377	8.507806	9.22932	6.774569	2.8394	6.398476	5.443613	4.18847	4.836816	12.891991	5.714309	2.89811	4.71892	5.541807	8.82406	5.221508	3.83893
PABPC1	61.228694	76.435769	369.144	224.172842	147.71	71.37828	77.90833	143.188314	96.8806	175.789	70.761972	81.224824	52.82206	159.088	42.9703	22.4195	199.67148	64.502195	166.71	84.39162	151.594686	109.179346	212.67134	128.386	97.8716	273.871	294.268	113.404	65.261	93.8757	68.667595	96.4967	133.94685	96.0386	126.382918	145.070923	259.108	104.862038	69.537372	104.270136	332.719	61.090635	55.15258	158.48289	35.744335	55.451585	433.869	216.361649	48.8357	100.760241	50.8889	145.691391	60.157848	102.161245	130.923911	142.98031	274.656	146.121	197.107	275.029	44.011302	54.34387	388.351	81.66455	593.771	45.8251	96.4218	23.2364	79.3401	37.42325	184.784	49.6993	106.003	241.298	96.9965	85.27217	82.9209	118.92856	54.299744	62.23036	32.8911	45.9357	47.27207	63.9329	148.03726	72.3143	91.4713	18.5301	17.5184	95.78133	60.0851	58.084	101.9763	79.71346	37.7984	140.4112	34.8967	63.8379	46.6504	32.526559	68.3704	252.9839	76.03549	84.7565	129.07197	33.4278	57.6145	32.4295	34.7408	39.0146	52.0965	79.9269	36.4551	50.2224	271.004	81.584258	227.7209	14.6485	79.9061	44.1854	34.7927	59.80059	105.161783	89.055772	59.757	41.4015	77.67494	43.8502	40.9731	142.6568
PABPC1L	8.50897	7.6399	4.36377	3.14279	9.00457	1.953276	13.3166	3.48959	11.83908	4.81335	9.04907	2.197359	6.85619	0.958017	2.257682	2.17807	1.29142	3.80289	3.82704	3.22318	6.376289	4.40022	8.16826	5.68747	2.69178	3.64329	2.49085	4.34155	9.92906	1.6822	5.44331	16.8148	9.02606	6.85428	4.29825	5.83392	3.28662	6.40728	3.90314	3.320285	5.58491	4.87558	7.26749	7.56096	10.5379	8.25764	4.867015	1.460994	2.50686	5.81743	10.14324	3.84274	4.83453	4.9687	5.25165	3.07223	2.96683	4.51567	25.30289	8.4287	8.22553	3.419341	13.97085	5.625121	2.22523	6.97039	8.68607	24.60608	13.022044	9.8151	6.08441	15.821	4.81032	4.62782	15.29519	18.53972	5.78768	6.12154	2.540679	4.03699	3.64184	8.84741	12.194621	7.50773	3.32433	7.28759	5.56031	8.680785	3.722454	6.611573	9.032455	4.93788	6.09796	4.94077	7.12042	4.73961	3.58866	3.8455	2.302118	4.41392	2.394101	9.0111	2.178698	3.52902	3.3063	2.86289	3.93938	2.67661	6.65676	11.01769	10.9459	7.40566	10.3626	4.12849	4.58169	5.85612	6.94756	1.74155	5.320098	9.740511	7.18674	6.51269	3.33644	4.39115	5.29635	6.42506	7.77481	2.048862	3.51654	7.70053
PABPC1L2A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PABPC1L2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PABPC1P2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PABPC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105.4759	184.2207	108.8632	134.1167	140.6473	90.52024	103.5643	119.5255	181.9055	168.7882	89.9613	100.057	54.9195	356.4671	150.9579	108.7041	229.8784	69.3145	80.1916	393.5943	101.0781	167.6997	33.7108	139.184	64.7873	63.047	151.6651	160.8006	125.3304	141.2313	78.7277	75.9707	412.5936	100.1279	177.9982	115.8663	113.1484	101.9485	75.9537	100.8865	150.3251	131.1785	123.9912	102.8057	77.6776	109.7075	158.1926	192.3681
PABPC4	6.39606	9.717547	21.8024	21.5769	12.5778	9.85024	9.89763	12.6974	12.9918	17.4644	15.166	16.42044	5.92613	12.7943	7.05034	4.86931	19.5974	16.6971	19.9972	23.11831	19.8992	12.3078	12.8401	19.72042	15.8463	26.4454	27.8962	19.2508	14.4952	18.34175	7.98184	13.25279	25.57918	24.83328	25.93083	16.7388	9.60978	14.2852	14.84283	14.3365	9.67075	15.4791	15.39231	29.88462	12.54701	9.6231	35.97849	13.85745	20.61003	7.91842	15.41066	10.314	16.85612	13.0229	11.0348	23.8367	12.1197	13.6684	8.74191	13.4439	13.11685	10.0698	18.73414	12.74576	26.3243	16.18054	17.04112	31.0214	77.15179	8.07103	11.3163	10.0144	16.32562	31.2612	10.85147	46.92282	22.89294	13.7866	3.94891	21.73928	12.9507	16.11181	25.69297	24.18836	14.7601	15.64327	8.96008	19.8489	23.72768	22.8129	30.64879	14.1035	17.4652	16.47037	17.75691	42.58594	45.67969	53.05166	38.6248	36.79714	22.76607	93.55751	16.44924	31.27097	11.29007	30.66127	18.51193	20.06866	14.90084	21.02135	12.31762	27.17083	12.3034	9.14948	11.1847	59.68673	13.58394	12.65038	13.7519	19.2011	16.37588	24.24603	22.14562	15.84433	16.5071	13.48281	28.30722	19.50169	16.63596	26.47603
PABPC4L	0.656426	NA	0.635771	NA	NA	NA	NA	4.41819	NA	NA	NA	NA	NA	0.718188	NA	NA	NA	3.63462	NA	NA	4.282581	1.871481	NA	NA	NA	NA	NA	NA	1.26924	NA	NA	4.530633	NA	NA	1.168188	NA	NA	2.676904	NA	0.658012	NA	NA	NA	2.927229	0.481619	0.711945	1.054335	NA	NA	NA	0.449668	NA	NA	NA	0.535471	NA	NA	NA	NA	0.484832	NA	NA	NA	NA	NA	NA	1.13376	1.836164	3.47575	NA	NA	3.89748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.901308	NA	1.520907	0.607345	2.137236	NA	0.506644	NA	NA	NA	NA	NA	1.33087	0.548986	2.715947	0.478419	1.359787	NA	1.419885	1.20448	2.675082	1.65621	NA	1.46256	2.102091	0.702671	NA	NA	6.407103	0.715886	NA	NA	0.480635	NA	NA	NA	NA	2.903007	NA	NA	NA	1.5641	NA	NA	NA	NA	2.099825	NA
PABPC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.901437	NA	NA	NA	NA	0.251099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.358554	NA	NA	NA	0.535395	NA	NA	NA	NA	1.428742	NA	NA	NA	NA	NA	NA	NA	2.226706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.769504	0.881885	NA	NA	NA	NA	NA	0.985465	NA	NA	NA
