	R01-023	R01-024	R01-006	R01-153	R01-031	R01-032	R01-033	R01-034	R01-035	R01-037	R01-005	R01-147	R01-051	R01-043	R01-028	R01-052	R01-056	R01-057	R01-059	R01-060	R01-061	R01-062	R01-063	R01-066	R01-067	R01-068	R01-072	R01-080	R01-081	R01-154	R01-083	R01-084	R01-048	R01-077	R01-078	R01-003	R01-007	R01-012	R01-013	R01-015	R01-016	R01-017	R01-018	R01-021	R01-022	R01-026	R01-004	R01-014	R01-027	R01-029	R01-038	R01-039	R01-040	R01-041	R01-042	R01-046	R01-156	R01-049	R01-160	R01-054	R01-055	R01-064	R01-065	R01-069	R01-071	R01-073	R01-076	R01-148	R01-149	R01-079	R01-150	R01-089	R01-157	R01-158	R01-151	R01-152	R01-091	R01-159	R01-093	R01-094	R01-096	R01-097	R01-098	R01-099	R01-100	R01-101	R01-102	R01-103	R01-104	R01-105	R01-106	R01-107	R01-108	R01-109	R01-110	R01-111	R01-112	R01-113	R01-114	R01-115	R01-116	R01-117	R01-118	R01-119	R01-120	R01-121	R01-122	R01-123	R01-124	R01-125	R01-126	R01-127	R01-128	R01-129	R01-130	R01-131	R01-132	R01-133	R01-134	R01-135	R01-136	R01-137	R01-138	R01-139	R01-140	R01-141	R01-142	R01-144	R01-145	R01-146
1/2-SBSRNA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXA1L	5.2214	6.04968	22.5341	20.3131	11.4693	6.06514	7.32333	19.7902	11.9436	9.51565	4.50031	9.34076	4.00314	30.578	9.59639	1.97751	26.3727	16.9194	16.6709	4.80468	20.3497	11.7904	22.6641	10.94826	15.1714	27.9932	28.3589	16.7008	14.6601	7.84796	7.31837	15.4339	15.3144	14.2485	14.8966	24.0192	24.1693	15.1711	10.3125	8.67914	10.8459	10.4727	5.33169	8.88418	4.7024	6.6516	12.4134	10.6001	11.0861	12.0324	16.15011	7.75635	18.12178	15.1065	13.7552	11.586	16.3184	12.0196	6.08439	16.4126	5.06867	9.4578	17.09903	2.5476	18.1599	8.34455	8.78615	14.3453	13.0806	3.40929	23.7789	7.4287	14.4077	17.4222	16.1615	8.87272	17.2763	10.643377	3.58731	8.25724	4.50908	7.97698	11.2867	25.2293	21.2052	14.6059	11.0312	26.8992	14.642	8.66961	11.07616	13.2599	15.3942	15.6518	5.21005	10.6071	20.7393	25.82231	19.9646	20.36231	16.40879	16.6151	11.5431	15.45136	9.2997	9.45105	16.58061	13.257	10.1692	17.5972	15.8826	11.6385	11.8037	11.7695	12.0447	6.81542	11.2982	7.83833	18.028147	14.65821	14.62709	14.3119	17.97709	18.498	32.849	17.2147	14.9505	12.0211	17.3383	13.8346
OXCT1	8.043623	2.32343	3.66286	8.79076	5.33792	3.594907	1.95346	5.58487	3.054204	4.46347	15.082337	12.066248	NA	2.56443	3.02175	1.159735	3.95816	6.32157	7.15436	3.393346	11.4778	5.224443	11.9775	5.702582	2.75313	7.68518	6.79985	5.37515	4.19077	2.46735	4.246319	4.52724	36.835803	5.232744	9.551964	2.648812	21.91947	3.40179	6.90402	3.80534	13.462008	9.79121	31.705147	19.69232	2.918848	23.53326	9.400749	7.128959	4.691479	2.818823	8.083178	6.13596	25.807693	2.349055	8.500226	5.11148	18.87068	7.815551	3.604213	3.203122	2.653116	2.83574	17.77942	7.79197	4.17119	6.093767	36.70702	2.1854	11.675952	3.572325	1.37982	4.717919	12.997136	5.90135	24.523588	4.014167	12.566241	51.463586	2.930134	3.571881	1.76231	4.301387	4.507166	9.75195	2.02375	20.56757	9.451928	4.33281	7.66561	3.07752	11.76014	1.85331	6.34136	8.587009	11.480951	8.37572	10.77348	7.74403	7.53437	2.47319	14.007738	4.58991	13.97708	7.800012	3.35614	18.0859	13.804925	7.362769	19.20246	17.334366	3.144531	10.880841	1.87476	13.837872	4.413898	9.20849	2.27882	5.622251	2.67813	13.12897	7.82484	2.211429	8.07886	4.1371	6.67243	39.05923	9.547556	2.63813	8.47067	3.06412
OXCT2	0.533948	0.697895	NA	NA	0.422478	NA	NA	0.950739	NA	NA	0.584058	2.62328	NA	0.394687	NA	NA	NA	NA	1.10025	NA	0.708642	0.481986	NA	NA	0.478547	NA	NA	NA	0.601433	NA	NA	0.530372	1.584139	0.557378	NA	0.461875	NA	NA	NA	NA	NA	0.722012	NA	NA	NA	0.749473	NA	NA	0.621748	NA	0.543551	NA	NA	NA	NA	NA	0.704957	NA	1.719262	1.3022	0.692733	0.674901	1.358	NA	NA	NA	0.758718	0.884932	NA	NA	0.372515	NA	1.63542	0.893261	2.54582	NA	NA	0.415877	3.38336	NA	NA	1.52319	NA	NA	NA	0.450692	NA	NA	NA	NA	1.69631	NA	NA	0.556061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406574	NA	0.751218	NA	0.415228	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXER1	0.653307	NA	NA	0.656182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.663886	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20667	NA	NA	NA	0.473298	NA	0.958747	0.571038	0.432692	NA	NA	0.482989	NA	NA	NA	NA	1.030549	NA	NA	NA	0.716006	0.535391	NA	NA	NA	0.549165	NA	NA	NA	NA	0.765618	NA	NA	NA	NA	NA	0.670499	NA	NA	0.548116	1.26119	NA	1.17155	1.329722	NA	NA	1.11928	1.18831	0.680052	NA	NA	NA	0.445241	0.543184	NA	NA	NA	NA	NA	NA	0.506492	0.521957	0.517494	1.81758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45243	NA	NA	NA	NA	NA	0.870389	NA	NA	NA
OXGR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.955181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647902	NA	NA	NA	NA	NA	0.941636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.458967	NA	NA	0.668937	0.475883	NA	NA	NA	NA	NA	NA	0.999578	NA	NA	NA	0.800493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.269018	NA	NA	NA	NA	NA	NA	3.236138	NA	NA	NA	NA	NA	4.05351	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.645975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXNAD1	11.624384	10.653991	11.120347	6.72717	4.414088	6.575987	7.3906	10.471617	5.352383	7.755387	3.32793	10.741774	5.923576	3.637199	10.853393	NA	3.089387	11.09461	3.39382	12.690813	1.62093	6.370725	3.793167	4.494158	15.967752	5.089331	2.820675	6.98485	11.128445	12.250019	2.40103	8.22566	17.147002	9.128716	19.103491	6.628883	10.591651	3.652155	8.482748	9.551602	14.365938	8.154496	8.281709	9.125973	12.043479	14.201802	9.123065	15.777164	5.365983	4.656319	12.453692	3.779019	8.699773	5.633546	4.498704	4.486528	3.309361	7.161549	14.52838	7.598999	9.964298	7.549533	4.06939	2.00217	8.017703	3.84931	5.40579	3.625157	5.526248	4.092506	11.347731	9.530218	3.596925	1.95928	10.889786	10.90647	10.939906	10.221466	1.794167	8.355216	6.641406	10.0015	8.099351	8.993606	6.1987	12.48383	10.19396	3.023467	11.843784	10.889755	4.071648	9.81658	5.78294	8.963438	3.604935	10.263418	8.19601	3.348715	14.186808	10.206258	7.93547	10.473104	8.949949	8.3273	1.68789	4.10897	12.275012	7.018412	11.92405	7.442148	9.47585	11.5313	13.047412	3.890833	12.396359	18.765625	7.077491	5.887302	5.038251	7.842204	14.576482	7.595734	11.068681	6.56329	6.089591	10.26197	10.913941	15.708908	11.326286	4.33103
OXR1	29.243754	21.553094	17.115205	18.719832	13.463812	19.747601	74.45332	132.05767	8.905612	194.203085	140.893632	189.110148	28.500563	10.5103	21.885105	9.153078	33.432437	44.555676	57.09388	234.113609	21.663926	20.351988	16.444093	147.734562	10.769802	9.85734	8.8581	76.095238	41.111024	40.924935	58.354628	32.373332	108.450524	15.487097	78.793128	17.873542	47.84072	44.133578	96.415245	19.319459	248.160842	154.168411	21.991734	101.807955	113.643097	158.018072	31.379833	164.440765	12.347577	39.105622	28.131037	53.55455	30.481362	32.159687	9.4318	10.22846	10.445231	23.612823	28.678404	20.597186	49.521352	7.506959	40.9887	38.920086	142.744967	56.792035	103.937222	27.14813	44.156464	35.477973	24.268615	28.480887	20.13239	20.001544	36.227728	33.169438	62.802745	45.738545	5.082813	12.483646	10.257	43.884396	62.058177	160.42277	38.487655	70.232513	55.648515	59.743465	180.810457	18.775913	44.34693	144.167586	26.308117	252.370847	64.059043	20.259218	49.340977	104.84439	59.06511	61.739463	22.638873	36.727489	31.65449	126.946978	53.0752	73.385382	82.564231	129.572934	89.100237	73.623911	39.166443	187.70788	38.09211	38.033925	96.906554	208.127199	204.28571	28.53146	61.877019	39.227882	80.966326	106.15139	98.299362	99.26349	86.536395	46.150506	70.219476	216.21886	70.699626	136.51031
OXSM	0.856312	1.63833	NA	5.82882	2.63283	1.08088	NA	2.9473	1.97879	1.65087	NA	1.19518	1.0149	4.82558	1.02167	NA	5.19136	3.05279	5.79605	3.50202	3.31145	3.31324	2.17139	NA	1.80475	4.20092	3.67653	2.50544	2.70225	2.35381	NA	1.69784	1.87669	2.72404	NA	3.70836	3.01552	3.30282	2.01285	NA	1.18262	1.36901	NA	4.32293	NA	2.33125	0.99319	4.28288	2.12077	2.27007	1.46017	NA	NA	2.343615	2.369	3.41993	3.74329	1.94176	0.85394	0.938286	1.18049	NA	1.77624	NA	2.46051	NA	1.04015	1.99173	0.514454	NA	3.14006	1.0056	1.15702	1.47992	NA	NA	2.013824	1.51949	NA	NA	NA	2.908462	0.815411	2.78959	1.95837	2.141243	3.73375	1.81412	1.692166	0.630194	1.85735	3.14246	3.58981	NA	2.057724	3.257823	1.75521	1.84259	6.221145	2.47851	1.51571	2.96834	1.77921	2.05511	1.58973	1.35305	2.8531	1.01287	2.03833	1.77381	1.14386	3.42484	3.719333	0.994639	1.93537	1.07753	1.60171	NA	1.86617	0.72123	2.74481	0.90973	3.15865	2.07357	3.087194	3.79946	1.1161	2.07429	1.51071	2.42025
OXSR1	19.41766	21.6891	11.08813	10.155653	4.613292	31.12873	9.035473	7.41758	9.70416	4.75142	8.98629	23.618358	20.604765	7.97693	8.627679	1.887808	11.1112	9.41396	6.2245	29.957964	8.91058	14.67228	4.87115	4.792988	6.16681	9.5666	9.36524	7.815745	6.0163	7.66806	4.25719	5.15141	31.543882	57.77019	39.359575	7.32959	15.100024	5.07546	7.46418	6.56055	6.45779	9.6078	41.027838	40.106427	29.355387	47.73844	4.111961	39.634447	11.10943	7.44754	8.09383	4.01737	9.719131	22.297573	2.64292	6.23831	10.5033	3.62696	12.350963	13.24198	23.339354	11.762507	4.22277	9.64784	18.541261	4.105955	19.388898	15.977614	21.284818	26.450583	5.445205	20.87512	10.82945	8.19603	13.003275	18.093591	7.20731	43.227454	6.559834	15.996086	3.999749	28.166919	13.874579	17.183504	9.555643	18.477328	10.710106	14.200635	15.645032	57.299691	5.19496	5.01517	3.85069	9.711101	18.513787	14.55254	10.414563	34.67473	16.62685	8.1197	17.910425	18.909016	7.30444	23.54103	3.0759	8.50729	15.164114	14.26161	8.59632	6.277155	12.361827	9.598837	18.93307	24.922376	16.891943	12.48843	4.165683	8.62556	4.1748	4.82961	21.93756	17.7043	13.40136	4.78723	22.9471	24.066986	8.78915	18.80241	7.91262	6.36155
OXT	NA	NA	NA	NA	NA	NA	1.366176	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.7288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.607975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.740429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.154203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXTR	0.448433	1.04232	NA	NA	NA	NA	1.29329	NA	NA	NA	NA	NA	0.500134	NA	0.401162	NA	1.58901	1.076105	NA	0.67595	0.473153	NA	NA	1.170726	NA	NA	NA	NA	NA	1.308501	NA	1.551069	NA	NA	NA	NA	1.22205	0.519294	NA	4.06701	NA	NA	NA	NA	NA	4.41876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.869891	NA	NA	NA	NA	NA	0.566724	NA	NA	NA	NA	1.34003	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.447614	NA	NA	NA	1.43809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19473	NA	NA	NA	NA	NA	0.792395	1.876802	NA	NA	NA	0.588967	NA	0.794253	NA	NA	NA	0.882722	NA	NA	NA	0.489182	NA	NA	2.31404	NA	0.836457	NA
P2RX1	NA	NA	NA	2.187931	1.615879	0.722943	NA	1.56077	2.814135	NA	NA	0.442507	NA	NA	NA	NA	0.785681	NA	NA	0.649547	2.16072	0.444751	NA	1.277487	1.29861	1.04092	0.609823	1.895115	0.483634	1.640298	4.05742	NA	16.409951	NA	3.758102	NA	NA	NA	NA	1.937251	0.528213	NA	NA	NA	NA	NA	2.73541	NA	NA	NA	4.446036	1.14777	6.601155	NA	3.258817	4.068315	NA	3.515232	NA	NA	4.95362	1.01636	NA	NA	NA	NA	2.239892	5.814012	NA	NA	NA	NA	0.584386	NA	NA	6.366332	0.405913	6.395751	NA	2.32225	NA	NA	NA	NA	3.123541	2.886222	5.335489	0.54922	0.643675	7.77258	1.03835	NA	NA	3.458767	8.378543	0.766243	4.898256	NA	NA	NA	5.762736	NA	2.57423	NA	NA	3.17917	7.937495	1.16974	NA	2.80827	NA	NA	NA	NA	NA	NA	1.101004	1.07078	1.25507	NA	1.44149	3.599852	2.241996	6.779868	NA	13.00745	1.14769	0.811549	6.437495	NA
P2RX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.756575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.623719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RX4	4.924568	7.08834	5.81512	6.90723	9.38985	6.39094	10.561669	9.85021	5.35738	4.290137	18.597209	10.68715	3.411763	8.89816	6.797896	1.27652	21.5533	4.10825	7.25703	6.01782	12.4291	5.92236	9.95026	20.342927	10.1559	6.81899	6.81518	5.86858	6.67444	6.7687	8.12157	3.86102	7.833211	8.314152	16.093748	5.01651	5.486956	5.28229	6.055485	5.98977	19.56744	6.100269	2.90927	12.118346	30.438479	8.621283	6.609431	7.48991	14.67929	8.65097	7.48155	12.26275	7.296472	4.309969	3.82258	5.17715	4.707589	3.392889	4.48105	16.138047	6.59205	4.954573	6.279078	5.794	4.43292	3.45125	9.718672	5.1879	6.43725	4.716485	1.71133	6.201771	3.546369	2.25907	12.640928	11.967247	12.15765	6.82341	NA	16.404626	2.55306	4.183161	9.15539	9.12835	7.113213	6.57621	6.366458	52.39248	13.02933	3.981963	10.87457	5.41741	3.95205	12.625299	11.697396	14.65612	6.718446	8.90788	5.095983	7.95952	19.569791	4.35599	6.789632	6.430853	3.83066	4.55005	6.813246	11.38887	6.721023	22.660809	5.70728	19.98497	5.496135	7.04383	9.8061	5.956197	23.75414	7.45619	15.3948	7.55477	12.08721	17.36417	9.4896	13.7684	11.00488	7.02523	7.5848	6.90375	9.99653	12.4281
P2RX5	NA	NA	NA	2.69973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25637	NA	NA	NA	NA	NA	1.60192	NA	2.3275	0.769571	NA	1.19203	NA	NA	2.027	NA	7.62799	NA	3.24617	NA	NA	NA	1.21729	NA	NA	0.939696	NA	NA	NA	NA	NA	NA	2.64155	NA	NA	NA	2.86692	NA	NA	2.13286	NA	NA	NA	NA	NA	2.7381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36539	NA	21.3873	NA	2.94733	NA	NA	0.722064	NA	NA	NA	1.56136	1.3421	0.917749	NA	NA	NA	1.35045	3.50981	NA	NA	NA	0.647671	0.932577	NA	2.141915	NA	1.17909	NA	NA	NA	4.00765	NA	NA	NA	NA	NA	NA	5.61001	0.734628	0.921896	NA	NA	NA	NA	0.761569	3.16392	NA	2.7087	NA	4.59601	2.68456	NA	1.16758	NA
P2RX5-TAX1BP3	6.62803	0.707239	NA	0.688961	2.225319	NA	8.9234	NA	NA	NA	NA	NA	NA	1.55983	2.32486	7.75753	3.540226	NA	NA	NA	NA	3.852031	0.715807	2.4421	2.939848	1.43096	4.0892	NA	NA	NA	9.629928	0.534695	1.22248	NA	3.603659	1.74181	0.474345	1.765758	NA	3.3844	NA	1.0427	NA	NA	9.20811	NA	0.726327	NA	1.081005	1.49148	1.892047	0.67436	15.845225	NA	2.00656	2.42959	NA	1.929328	NA	NA	NA	NA	NA	8.6652	0.731323	NA	0.545885	NA	NA	NA	2.84907	NA	NA	1.24945	NA	10.689411	17.149937	NA	4.5874	1.229779	2.24226	NA	5.7232	7.93529	3.466937	25.9554	7.62653	1.06424	0.934872	0.788277	1.65148	NA	1.31302	2.026408	11.139757	22.9532	NA	NA	NA	1.74805	4.604688	NA	NA	NA	NA	0.956486	5.37869	NA	1.24468	6.07995	NA	NA	NA	4.188377	NA	NA	NA	NA	NA	NA	4.413065	0.516244	5.924624	3.422062	NA	4.15279	4.276832	NA	7.508267	NA
P2RX6	NA	NA	NA	0.473437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.512236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.843792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99453	NA	NA	NA	NA	NA	NA	NA	0.722264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RX6P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RX7	1.818321	1.736704	1.41271	7.43026	2.666248	2.24495	0.773462	3.63206	2.973362	1.4026	NA	2.25696	NA	3.494588	5.50369	NA	4.51665	2.43097	4.58374	5.495862	2.68546	3.1953	1.85506	3.861789	3.23456	1.60255	4.00875	2.120165	1.88838	1.90519	2.76206	4.149633	6.104089	1.032662	6.958799	NA	3.876379	3.55023	3.85743	4.24599	2.02023	3.444087	NA	2.63232	2.96971	3.196396	4.21774	4.819681	7.42153	NA	2.3799	1.595108	6.68758	NA	2.212639	4.634656	NA	2.940826	3.259585	NA	4.624576	3.493844	3.390139	NA	NA	NA	2.533544	2.47299	NA	4.750358	NA	5.02835	NA	NA	3.754554	5.23454	2.470016	2.06481	NA	8.295453	4.190035	NA	3.819082	2.934152	4.20703	3.680476	8.72169	2.52208	1.63383	3.238787	3.63828	4.432802	2.38303	2.62782	5.436646	1.66422	2.63518	3.4472	3.088916	2.529695	6.986185	NA	3.96623	0.889302	3.08704	3.51319	4.4007	1.37652	3.417652	NA	2.827579	2.62586	3.2728	2.90513	6.618278	6.80213	2.871471	1.45376	2.925873	8.241621	2.94899	3.14029	2.349758	2.77407	0.618649	5.71427	2.12649	3.15633	3.91385	1.20534
P2RY1	NA	0.799941	NA	0.874112	1.83309	2.103763	NA	2.106959	1.329765	1.214029	NA	1.294523	0.466287	2.421446	1.39391	NA	1.59118	1.95628	1.623507	2.91743	1.67642	0.770061	2.34217	1.550766	2.02188	1.72725	1.59987	0.84676	0.962158	3.43007	1.004777	0.962223	NA	2.828253	1.201021	1.483225	14.1213	1.388698	2.87474	2.701998	2.24416	0.76534	7.77969	NA	NA	0.859819	1.361293	1.513551	1.742935	1.65995	1.0733	5.14898	NA	3.57416	3.39048	7.90127	10.4436	8.11713	NA	NA	2.591593	1.245483	8.80738	3.34647	1.939361	13.3383	1.632615	2.41641	1.895089	0.518216	11.7705	1.30136	2.923564	5.36337	NA	0.80424	1.537091	2.61828	2.26566	3.490262	NA	0.67628	1.272137	1.26465	0.612605	1.27891	2.43666	1.567464	1.85642	1.91745	3.44229	1.342411	2.20545	3.36306	2.248303	1.05672	12.0294	1.5332	36.15517	1.02565	2.58003	1.418544	1.39386	4.49548	1.811576	20.32429	3.92345	1.50596	11.9741	2.285342	1.63721	NA	3.24882	4.897608	1.334312	1.17849	2.153702	5.30539	1.895424	1.05657	1.12133	1.782007	0.580264	1.11967	2.157312	0.627309	2.410775	1.01703	3.139853	0.96717
P2RY10	2.04926	0.620713	1.472699	4.89912	1.27006	2.152673	NA	0.628067	3.91938	2.009885	NA	1.537253	NA	1.730859	1.35578	NA	5.0403	1.698123	0.537947	NA	2.58415	3.16541	1.16314	0.584745	3.43323	4.79774	2.14101	1.609169	1.71443	0.7252	2.64254	NA	1.87753	NA	6.028362	NA	1.86354	1.92139	1.670151	2.29159	1.904867	1.992415	NA	1.848566	0.886743	NA	2.17217	1.12919	2.65788	NA	5.059435	2.625026	9.952942	1.08285	2.175129	0.70558	NA	3.263478	0.513498	NA	1.676216	0.332494	NA	NA	NA	NA	0.571187	3.046677	NA	NA	NA	NA	NA	NA	NA	2.237534	3.427297	9.6094	NA	3.44178	NA	NA	0.697835	1.549383	1.16487	3.834869	1.47859	2.43432	1.517989	1.74537	1.3468	0.519799	1.84081	4.26906	5.14644	1.48938	1.47977	3.02998	3.14355	1.919169	6.69108	NA	2.279351	1.28918	1.625021	2.506634	9.065438	1.501483	0.693574	NA	1.31926	NA	0.716122	4.210773	4.802506	2.082818	0.970813	NA	1.3481	4.10657	4.63901	3.19668	3.363043	3.50697	NA	26.89341	2.92505	2.090268	2.9119	NA
P2RY11	NA	NA	NA	NA	NA	NA	1.19323	NA	0.707309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638299	NA	0.53006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.535663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.771139	NA	NA	NA	NA	NA	NA	0.566334	NA	NA	NA	NA	1.05559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934695	NA	0.587595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37689	1.54845	NA	NA	0.578757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07949	NA	NA	NA	NA	1.88435	NA	NA	NA	NA
P2RY12	1.097411	NA	0.772382	3.34399	NA	1.718565	NA	NA	NA	NA	NA	NA	NA	0.51945	1.633292	NA	0.820253	NA	1.415681	1.850727	0.35525	1.6906	NA	NA	1.738	2.04568	1.66484	0.426167	0.932201	0.74378	0.566536	NA	NA	NA	0.679532	NA	1.03982	1.20109	0.87742	NA	0.726062	NA	NA	NA	NA	NA	0.689425	0.736404	NA	NA	0.977702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.578591	NA	0.577273	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41228	NA	1.34601	NA	NA	0.592118	0.926069	NA	0.859609	0.816731	0.711623	NA	NA	NA	NA	0.873688	1.09405	1.880651	1.863161	0.972159	1.48887	0.714773	0.937853	1.24846	NA	NA	NA	0.903136	NA	1.24058	1.022924	NA	0.554234	0.841081	0.920988	NA	2.915249	NA	1.01766	NA	NA	NA	NA	0.792236	0.822225	1.936307	1.27906	NA	NA	0.789761	NA	1.610351	NA
